customer_id,first_name,last_name,email,country,signup_channel,signup_date,is_active
CUST00035,Léa,Durand,léa.durand35@example.com,DE,social,2024-02-25,True
CUST00036,David,Martin,david.martin36@example.com,DE,email,2024-04-21,True
CUST00037,Giulia,Simon,giulia.simon37@example.com,DE,paid_search,2025-03-08,True
CUST00038,Omar,Petit,omar.petit38@example.com,FR,social,2024-04-10,False
CUST00039,Rania,Martin,rania.martin39@example.com,FR,paid_search,2024-06-19,True
CUST00040,Paul,Petit,paul.petit40@example.com,DE,organic,2024-06-17,True
CUST00041,Marco,Robert,marco.robert41@example.com,DE,email,2025-03-09,True
CUST00042,Rania,Moreau,rania.moreau42@example.com,BE,paid_search,2024-10-30,True
CUST00043,Bruno,Laurent,bruno.laurent43@example.com,IT,organic,2024-11-17,False
CUST00044,Sami,Moreau,sami.moreau44@example.com,IT,referral,2024-06-10,False
CUST00045,Quentin,Bernard,quentin.bernard45@example.com,BE,organic,2024-03-10,True
CUST00046,Hugo,Durand,hugo.durand46@example.com,FR,referral,2024-09-09,True
CUST00047,Bruno,Laurent,bruno.laurent47@example.com,FR,social,2025-06-19,True
CUST00048,Ines,Petit,ines.petit48@example.com,ES,paid_search,2024-09-28,True
CUST00049,Jules,Moreau,jules.moreau49@example.com,ES,organic,2024-01-10,True
CUST00050,Sami,Bernard,sami.bernard50@example.com,FR,referral,2024-08-06,True
CUST00051,Emma,Richard,emma.richard51@example.com,FR,paid_search,2025-01-13,True
CUST00052,Omar,Simon,omar.simon52@example.com,ES,referral,2024-01-09,True
CUST00053,Rania,Robert,rania.robert53@example.com,FR,paid_search,2024-09-27,False
CUST00054,David,Simon,david.simon54@example.com,BE,email,2024-10-15,True
CUST00055,Karim,Petit,karim.petit55@example.com,ES,referral,2025-05-15,True
CUST00056,Bruno,Bernard,bruno.bernard56@example.com,DE,email,2024-02-15,False
CUST00057,Emma,Robert,emma.robert57@example.com,BE,social,2025-03-13,True
CUST00058,David,Bernard,david.bernard58@example.com,BE,referral,2024-02-06,True
CUST00059,Sami,Simon,sami.simon59@example.com,BE,social,2024-05-10,False
CUST00060,Léa,Martin,léa.martin60@example.com,ES,paid_search,2024-09-12,True
CUST00061,Léa,Simon,léa.simon61@example.com,DE,referral,2024-06-07,True
CUST00062,Hugo,Dubois,hugo.dubois62@example.com,BE,social,2024-01-26,True
CUST00063,Karim,Durand,karim.durand63@example.com,BE,email,2024-06-12,True
CUST00064,David,Durand,david.durand64@example.com,FR,social,2024-08-15,True
CUST00065,Omar,Richard,omar.richard65@example.com,ES,paid_search,2024-08-16,False
CUST00066,Giulia,Durand,giulia.durand66@example.com,ES,email,2024-03-12,True
CUST00067,Ines,Richard,ines.richard67@example.com,IT,social,2024-12-05,True
CUST00068,David,Robert,david.robert68@example.com,BE,referral,2024-09-28,False
CUST00069,Tania,Durand,tania.durand69@example.com,ES,email,2025-03-22,True
CUST00070,Quentin,Bernard,quentin.bernard70@example.com,DE,referral,2024-07-13,True
CUST00071,Nadia,Martin,nadia.martin71@example.com,IT,referral,2024-07-20,True
CUST00072,Chloe,Richard,chloe.richard72@example.com,IT,email,2024-05-07,True
CUST00073,Jules,Simon,jules.simon73@example.com,ES,social,2024-11-30,True
CUST00074,Jules,Simon,jules.simon74@example.com,BE,paid_search,2025-03-06,True
CUST00075,Marco,Dubois,marco.dubois75@example.com,IT,referral,2024-11-04,True
CUST00076,Alice,Robert,alice.robert76@example.com,ES,paid_search,2025-03-16,True
CUST00077,Tania,Richard,tania.richard77@example.com,DE,social,2025-03-28,True
CUST00078,Quentin,Moreau,quentin.moreau78@example.com,BE,organic,2024-10-17,True
CUST00079,Tania,Richard,tania.richard79@example.com,FR,paid_search,2024-11-13,True
CUST00080,Giulia,Dubois,giulia.dubois80@example.com,FR,organic,2024-09-07,True
CUST00081,Tania,Bernard,tania.bernard81@example.com,DE,social,2024-07-18,True
CUST00082,Marco,Moreau,marco.moreau82@example.com,DE,paid_search,2024-05-31,True
CUST00083,Alice,Bernard,alice.bernard83@example.com,DE,paid_search,2024-06-29,True
CUST00084,Quentin,Moreau,quentin.moreau84@example.com,FR,referral,2024-09-12,True
CUST00085,David,Moreau,david.moreau85@example.com,BE,social,2024-11-20,True
CUST00086,Omar,Laurent,omar.laurent86@example.com,IT,social,2025-04-01,True
CUST00087,Paul,Moreau,paul.moreau87@example.com,ES,paid_search,2024-10-10,True
CUST00088,Quentin,Moreau,quentin.moreau88@example.com,BE,email,2025-03-26,False
CUST00089,Jules,Petit,jules.petit89@example.com,ES,email,2024-11-23,True
CUST00090,Chloe,Dubois,chloe.dubois90@example.com,BE,paid_search,2025-01-27,True
CUST00091,Giulia,Bernard,giulia.bernard91@example.com,DE,social,2024-12-04,True
CUST00092,Nadia,Martin,nadia.martin92@example.com,BE,social,2025-02-02,True
CUST00093,Sami,Martin,sami.martin93@example.com,IT,social,2025-05-03,False
CUST00094,Léa,Robert,léa.robert94@example.com,DE,social,2024-08-13,True
CUST00095,Ines,Durand,ines.durand95@example.com,DE,organic,2025-02-02,True
CUST00096,Marco,Dubois,marco.dubois96@example.com,DE,paid_search,2024-01-28,True
CUST00097,Sami,Laurent,sami.laurent97@example.com,FR,organic,2025-03-14,False
CUST00098,Omar,Dubois,omar.dubois98@example.com,FR,email,2025-01-23,True
CUST00099,Omar,Richard,omar.richard99@example.com,ES,social,2024-10-11,True
CUST00100,Nadia,Robert,nadia.robert100@example.com,FR,social,2024-01-20,True
CUST00101,Bruno,Richard,bruno.richard101@example.com,BE,organic,2024-02-11,True
CUST00102,Hugo,Petit,hugo.petit102@example.com,FR,referral,2024-06-05,True
CUST00103,Paul,Bernard,paul.bernard103@example.com,IT,paid_search,2025-04-21,True
CUST00104,Léa,Dubois,léa.dubois104@example.com,IT,referral,2024-04-27,True
CUST00105,Farid,Robert,farid.robert105@example.com,FR,referral,2024-01-27,True
CUST00106,Sami,Durand,sami.durand106@example.com,DE,paid_search,2024-03-18,True
CUST00107,Hugo,Bernard,hugo.bernard107@example.com,ES,referral,2024-05-03,True
CUST00108,Sami,Martin,sami.martin108@example.com,ES,referral,2025-03-14,True
CUST00109,Chloe,Simon,chloe.simon109@example.com,ES,organic,2025-03-06,True
CUST00110,David,Durand,david.durand110@example.com,ES,social,2024-06-05,True
CUST00111,Quentin,Robert,quentin.robert111@example.com,IT,referral,2025-05-10,True
CUST00112,Sami,Robert,sami.robert112@example.com,ES,paid_search,2024-03-29,True
CUST00113,Omar,Petit,omar.petit113@example.com,DE,referral,2025-01-23,True
CUST00114,Paul,Richard,paul.richard114@example.com,BE,social,2024-08-05,True
CUST00115,Ines,Richard,ines.richard115@example.com,ES,referral,2024-10-09,True
CUST00116,Quentin,Petit,quentin.petit116@example.com,FR,paid_search,2025-02-20,True
CUST00117,Hugo,Moreau,hugo.moreau117@example.com,DE,social,2024-01-18,False
CUST00118,Hugo,Durand,hugo.durand118@example.com,BE,email,2025-01-12,True
CUST00119,Quentin,Richard,quentin.richard119@example.com,DE,referral,2024-12-04,True
CUST00120,Omar,Robert,omar.robert120@example.com,ES,email,2024-08-24,False
CUST00121,Giulia,Richard,giulia.richard121@example.com,FR,referral,2024-07-08,True
CUST00122,Paul,Robert,paul.robert122@example.com,IT,referral,2024-10-16,True
CUST00123,Giulia,Robert,giulia.robert123@example.com,BE,email,2024-07-02,True
CUST00124,Rania,Dubois,rania.dubois124@example.com,ES,organic,2024-02-25,True
CUST00125,Emma,Moreau,emma.moreau125@example.com,FR,organic,2024-10-18,True
CUST00126,Omar,Richard,omar.richard126@example.com,BE,organic,2024-09-15,True
CUST00127,Paul,Bernard,paul.bernard127@example.com,FR,social,2025-05-18,False
CUST00128,Bruno,Dubois,bruno.dubois128@example.com,BE,referral,2024-11-07,False
CUST00129,Hugo,Bernard,hugo.bernard129@example.com,IT,social,2024-08-19,True
CUST00130,Marco,Moreau,marco.moreau130@example.com,DE,email,2025-03-15,True
CUST00131,Tania,Martin,tania.martin131@example.com,IT,organic,2024-07-31,True
CUST00132,Ines,Bernard,ines.bernard132@example.com,BE,paid_search,2024-06-26,True
CUST00133,Farid,Martin,farid.martin133@example.com,DE,social,2025-04-26,True
CUST00134,Hugo,Robert,hugo.robert134@example.com,ES,social,2024-03-13,True
CUST00135,Ines,Laurent,ines.laurent135@example.com,BE,social,2024-04-27,True
CUST00136,Emma,Robert,emma.robert136@example.com,BE,organic,2024-03-02,True
CUST00137,Jules,Laurent,jules.laurent137@example.com,IT,email,2025-03-25,False
CUST00138,Jules,Durand,jules.durand138@example.com,ES,referral,2025-05-20,True
CUST00139,Tania,Martin,tania.martin139@example.com,DE,email,2024-09-13,False
CUST00140,Hugo,Laurent,hugo.laurent140@example.com,IT,organic,2024-10-02,True
CUST00141,Farid,Moreau,farid.moreau141@example.com,IT,social,2024-10-11,True
CUST00142,Sami,Durand,sami.durand142@example.com,DE,organic,2025-04-26,True
CUST00143,Karim,Richard,karim.richard143@example.com,FR,paid_search,2024-12-03,True
CUST00144,Paul,Robert,paul.robert144@example.com,DE,referral,2024-02-07,True
CUST00145,Karim,Robert,karim.robert145@example.com,ES,organic,2025-02-17,True
CUST00146,Alice,Simon,alice.simon146@example.com,DE,social,2024-02-25,True
CUST00147,Léa,Laurent,léa.laurent147@example.com,DE,social,2024-02-22,True
CUST00148,Rania,Dubois,rania.dubois148@example.com,ES,social,2025-05-11,False
CUST00149,Tania,Petit,tania.petit149@example.com,BE,email,2024-01-15,True
CUST00150,Chloe,Petit,chloe.petit150@example.com,FR,social,2024-04-30,True
CUST00151,Emma,Moreau,emma.moreau151@example.com,ES,referral,2024-10-06,True
CUST00152,Paul,Moreau,paul.moreau152@example.com,BE,social,2024-05-28,True
CUST00153,Tania,Simon,tania.simon153@example.com,BE,organic,2024-10-09,True
CUST00154,Nadia,Richard,nadia.richard154@example.com,IT,email,2024-01-03,True
CUST00155,Jules,Laurent,jules.laurent155@example.com,IT,social,2024-06-01,True
CUST00156,Paul,Richard,paul.richard156@example.com,ES,referral,2025-01-21,True
CUST00157,Karim,Petit,karim.petit157@example.com,BE,referral,2025-01-27,True
CUST00158,Nadia,Martin,nadia.martin158@example.com,ES,social,2025-01-25,True
CUST00159,Emma,Moreau,emma.moreau159@example.com,FR,paid_search,2025-05-29,True
CUST00160,Karim,Bernard,karim.bernard160@example.com,DE,organic,2025-06-22,True
CUST00161,Alice,Dubois,alice.dubois161@example.com,DE,paid_search,2024-03-17,True
CUST00162,Ines,Richard,ines.richard162@example.com,IT,social,2024-03-23,True
CUST00163,Rania,Durand,rania.durand163@example.com,ES,social,2024-02-06,True
CUST00164,Hugo,Robert,hugo.robert164@example.com,BE,organic,2025-03-20,True
CUST00165,David,Moreau,david.moreau165@example.com,BE,email,2024-01-30,False
CUST00166,Bruno,Robert,bruno.robert166@example.com,ES,email,2025-03-17,False
CUST00167,Quentin,Durand,quentin.durand167@example.com,IT,paid_search,2024-06-23,True
CUST00168,Tania,Durand,tania.durand168@example.com,IT,paid_search,2025-05-24,True
CUST00169,Emma,Petit,emma.petit169@example.com,DE,email,2025-04-15,True
CUST00170,Alice,Moreau,alice.moreau170@example.com,ES,referral,2024-06-10,False
CUST00171,Léa,Laurent,léa.laurent171@example.com,ES,social,2024-09-13,True
CUST00172,Jules,Petit,jules.petit172@example.com,DE,social,2024-04-19,True
CUST00173,Sami,Richard,sami.richard173@example.com,IT,email,2024-10-29,False
CUST00174,Marco,Robert,marco.robert174@example.com,FR,referral,2024-02-20,True
CUST00175,Paul,Robert,paul.robert175@example.com,BE,referral,2024-12-26,True
CUST00176,Giulia,Laurent,giulia.laurent176@example.com,ES,paid_search,2024-04-09,True
CUST00177,Bruno,Robert,bruno.robert177@example.com,DE,organic,2025-01-08,True
CUST00178,Chloe,Robert,chloe.robert178@example.com,ES,social,2024-06-28,True
CUST00179,Rania,Richard,rania.richard179@example.com,IT,referral,2024-10-06,True
CUST00180,Ines,Moreau,ines.moreau180@example.com,ES,email,2024-04-27,True
CUST00181,Chloe,Dubois,chloe.dubois181@example.com,BE,social,2025-01-09,False
CUST00182,Marco,Martin,marco.martin182@example.com,ES,referral,2024-05-06,True
CUST00183,Ines,Laurent,ines.laurent183@example.com,DE,email,2024-04-20,True
CUST00184,Paul,Martin,paul.martin184@example.com,IT,referral,2024-12-01,True
CUST00185,Hugo,Bernard,hugo.bernard185@example.com,DE,email,2025-02-22,False
CUST00186,Bruno,Martin,bruno.martin186@example.com,ES,social,2024-04-28,False
CUST00187,Rania,Dubois,rania.dubois187@example.com,DE,social,2025-01-14,True
CUST00188,Rania,Durand,rania.durand188@example.com,IT,paid_search,2025-02-28,True
CUST00189,Paul,Laurent,paul.laurent189@example.com,DE,email,2024-02-03,True
CUST00190,Giulia,Moreau,giulia.moreau190@example.com,DE,paid_search,2025-01-06,False
CUST00191,Léa,Simon,léa.simon191@example.com,ES,organic,2025-02-11,True
CUST00192,David,Moreau,david.moreau192@example.com,FR,paid_search,2024-01-22,False
CUST00193,Karim,Petit,karim.petit193@example.com,BE,referral,2024-07-29,False
CUST00194,Rania,Petit,rania.petit194@example.com,IT,paid_search,2024-08-26,True
CUST00195,Emma,Laurent,emma.laurent195@example.com,FR,email,2024-05-28,True
CUST00196,Rania,Robert,rania.robert196@example.com,BE,organic,2024-01-27,False
CUST00197,Léa,Petit,léa.petit197@example.com,IT,email,2024-01-17,True
CUST00198,Bruno,Dubois,bruno.dubois198@example.com,DE,referral,2024-04-26,True
CUST00199,Paul,Moreau,paul.moreau199@example.com,ES,referral,2024-04-21,True
CUST00200,Hugo,Laurent,hugo.laurent200@example.com,FR,referral,2024-11-04,True
CUST00201,Alice,Martin,alice.martin201@example.com,DE,social,2025-03-12,True
CUST00202,Paul,Moreau,paul.moreau202@example.com,FR,organic,2024-11-25,True
CUST00203,Chloe,Dubois,chloe.dubois203@example.com,ES,referral,2024-11-28,True
CUST00204,Tania,Simon,tania.simon204@example.com,ES,social,2025-06-01,True
CUST00205,David,Bernard,david.bernard205@example.com,IT,paid_search,2025-03-16,True
CUST00206,Hugo,Durand,hugo.durand206@example.com,ES,social,2025-02-12,True
CUST00207,David,Richard,david.richard207@example.com,DE,email,2024-09-18,True
CUST00208,Emma,Moreau,emma.moreau208@example.com,FR,organic,2024-03-28,False
CUST00209,David,Richard,david.richard209@example.com,BE,referral,2024-03-02,True
CUST00210,Rania,Simon,rania.simon210@example.com,ES,organic,2025-02-24,True
CUST00211,Nadia,Martin,nadia.martin211@example.com,ES,referral,2024-11-15,True
CUST00212,Sami,Simon,sami.simon212@example.com,BE,paid_search,2025-05-08,True
CUST00213,David,Richard,david.richard213@example.com,IT,email,2024-04-27,True
CUST00214,Sami,Petit,sami.petit214@example.com,DE,referral,2024-01-27,True
CUST00215,Ines,Martin,ines.martin215@example.com,BE,email,2024-11-12,True
CUST00216,Léa,Martin,léa.martin216@example.com,BE,paid_search,2025-02-14,False
CUST00217,Alice,Bernard,alice.bernard217@example.com,IT,paid_search,2025-01-20,True
CUST00218,Karim,Dubois,karim.dubois218@example.com,ES,email,2024-11-28,True
CUST00219,Sami,Laurent,sami.laurent219@example.com,FR,organic,2024-06-08,True
CUST00220,Tania,Martin,tania.martin220@example.com,FR,email,2025-03-29,True
CUST00221,Paul,Laurent,paul.laurent221@example.com,DE,social,2024-10-06,True
CUST00222,Quentin,Bernard,quentin.bernard222@example.com,ES,social,2024-04-23,True
CUST00223,Sami,Moreau,sami.moreau223@example.com,IT,email,2024-02-16,True
CUST00224,Tania,Martin,tania.martin224@example.com,FR,paid_search,2024-11-04,True
CUST00225,Emma,Robert,emma.robert225@example.com,ES,email,2024-05-02,False
CUST00226,Nadia,Dubois,nadia.dubois226@example.com,BE,social,2024-08-23,True
CUST00227,Léa,Bernard,léa.bernard227@example.com,DE,organic,2025-03-22,False
CUST00228,Chloe,Richard,chloe.richard228@example.com,IT,social,2025-02-18,True
CUST00229,Nadia,Robert,nadia.robert229@example.com,FR,social,2024-01-22,True
CUST00230,Farid,Laurent,farid.laurent230@example.com,DE,email,2024-03-31,True
CUST00231,David,Petit,david.petit231@example.com,DE,referral,2025-02-14,True
CUST00232,Marco,Robert,marco.robert232@example.com,ES,paid_search,2024-12-07,True
CUST00233,Chloe,Simon,chloe.simon233@example.com,FR,referral,2025-06-06,True
CUST00234,Léa,Richard,léa.richard234@example.com,BE,paid_search,2024-04-15,False
CUST00235,Giulia,Dubois,giulia.dubois235@example.com,IT,paid_search,2024-03-18,True
CUST00236,Paul,Moreau,paul.moreau236@example.com,IT,referral,2025-04-04,True
CUST00237,Sami,Laurent,sami.laurent237@example.com,ES,email,2024-06-03,True
CUST00238,Paul,Moreau,paul.moreau238@example.com,ES,email,2024-02-27,True
CUST00239,Chloe,Robert,chloe.robert239@example.com,DE,social,2024-02-08,False
CUST00240,Jules,Bernard,jules.bernard240@example.com,FR,referral,2025-06-03,True
CUST00241,Sami,Simon,sami.simon241@example.com,FR,social,2024-07-11,True
CUST00242,Paul,Simon,paul.simon242@example.com,BE,organic,2025-04-06,False
CUST00243,Karim,Bernard,karim.bernard243@example.com,IT,paid_search,2024-02-10,True
CUST00244,Omar,Moreau,omar.moreau244@example.com,IT,referral,2024-06-11,True
CUST00245,Jules,Durand,jules.durand245@example.com,DE,email,2024-02-23,True
CUST00246,Karim,Bernard,karim.bernard246@example.com,ES,organic,2025-01-30,True
CUST00247,Tania,Dubois,tania.dubois247@example.com,ES,organic,2024-05-24,True
CUST00248,Jules,Durand,jules.durand248@example.com,BE,referral,2024-03-27,True
CUST00249,Marco,Richard,marco.richard249@example.com,BE,referral,2024-04-05,True
CUST00250,Nadia,Simon,nadia.simon250@example.com,ES,organic,2025-01-06,True
CUST00251,Giulia,Richard,giulia.richard251@example.com,DE,paid_search,2024-08-19,True
CUST00252,Emma,Bernard,emma.bernard252@example.com,ES,organic,2025-06-03,True
CUST00253,Quentin,Martin,quentin.martin253@example.com,ES,referral,2024-05-14,True
CUST00254,Emma,Dubois,emma.dubois254@example.com,BE,referral,2024-06-18,True
CUST00255,Bruno,Durand,bruno.durand255@example.com,ES,paid_search,2025-03-30,True
CUST00256,Omar,Petit,omar.petit256@example.com,IT,paid_search,2024-11-12,True
CUST00257,Paul,Petit,paul.petit257@example.com,ES,referral,2025-03-27,True
CUST00258,Jules,Durand,jules.durand258@example.com,IT,referral,2025-03-04,True
CUST00259,Giulia,Laurent,giulia.laurent259@example.com,BE,email,2024-02-23,True
CUST00260,Léa,Simon,léa.simon260@example.com,FR,referral,2024-05-07,True
CUST00261,Farid,Robert,farid.robert261@example.com,DE,referral,2024-05-30,True
CUST00262,Chloe,Petit,chloe.petit262@example.com,DE,email,2024-01-28,True
CUST00263,Marco,Simon,marco.simon263@example.com,ES,paid_search,2025-01-30,True
CUST00264,Léa,Petit,léa.petit264@example.com,FR,email,2024-04-11,True
CUST00265,Karim,Dubois,karim.dubois265@example.com,BE,organic,2024-10-20,True
CUST00266,Paul,Dubois,paul.dubois266@example.com,DE,social,2024-01-06,True
CUST00267,Alice,Robert,alice.robert267@example.com,BE,paid_search,2025-06-24,True
CUST00268,Jules,Petit,jules.petit268@example.com,ES,organic,2024-02-18,True
CUST00269,Tania,Moreau,tania.moreau269@example.com,FR,organic,2025-05-26,True
CUST00270,Alice,Simon,alice.simon270@example.com,IT,paid_search,2024-05-27,True
CUST00271,Alice,Laurent,alice.laurent271@example.com,ES,paid_search,2025-03-02,True
CUST00272,Chloe,Simon,chloe.simon272@example.com,ES,organic,2025-06-22,True
CUST00273,Quentin,Simon,quentin.simon273@example.com,FR,social,2025-04-26,False
CUST00274,Marco,Richard,marco.richard274@example.com,ES,organic,2024-12-31,True
CUST00275,Léa,Petit,léa.petit275@example.com,FR,referral,2024-12-06,False
CUST00276,Léa,Simon,léa.simon276@example.com,ES,paid_search,2025-04-20,True
CUST00277,Paul,Dubois,paul.dubois277@example.com,BE,organic,2025-04-13,False
CUST00278,Giulia,Martin,giulia.martin278@example.com,BE,organic,2024-11-19,True
CUST00279,Quentin,Durand,quentin.durand279@example.com,IT,social,2024-09-16,False
CUST00280,Giulia,Robert,giulia.robert280@example.com,ES,organic,2024-12-05,True
CUST00281,Léa,Durand,léa.durand281@example.com,DE,social,2025-01-30,True
CUST00282,Farid,Moreau,farid.moreau282@example.com,DE,email,2025-06-15,True
CUST00283,Chloe,Durand,chloe.durand283@example.com,FR,social,2024-07-03,True
CUST00284,Karim,Bernard,karim.bernard284@example.com,FR,email,2024-10-29,True
CUST00285,Tania,Durand,tania.durand285@example.com,BE,social,2024-12-25,True
CUST00286,Léa,Laurent,léa.laurent286@example.com,DE,email,2024-02-28,False
CUST00287,Marco,Richard,marco.richard287@example.com,IT,paid_search,2024-02-01,False
CUST00288,Tania,Moreau,tania.moreau288@example.com,FR,paid_search,2024-03-09,True
CUST00289,Léa,Richard,léa.richard289@example.com,DE,referral,2024-02-03,True
CUST00290,Omar,Richard,omar.richard290@example.com,ES,social,2024-03-19,True
CUST00291,Quentin,Richard,quentin.richard291@example.com,DE,email,2024-10-12,True
CUST00292,David,Martin,david.martin292@example.com,BE,social,2025-06-14,True
CUST00293,Rania,Bernard,rania.bernard293@example.com,ES,email,2025-04-01,True
CUST00294,Tania,Robert,tania.robert294@example.com,DE,paid_search,2024-05-05,False
CUST00295,Chloe,Moreau,chloe.moreau295@example.com,BE,social,2024-03-30,True
CUST00296,Karim,Richard,karim.richard296@example.com,FR,referral,2024-10-24,True
CUST00297,Farid,Dubois,farid.dubois297@example.com,ES,referral,2024-08-17,False
CUST00298,Giulia,Dubois,giulia.dubois298@example.com,BE,social,2024-01-27,True
CUST00299,Sami,Richard,sami.richard299@example.com,DE,referral,2024-05-12,True
CUST00300,Chloe,Bernard,chloe.bernard300@example.com,ES,social,2025-05-05,True
CUST00301,Nadia,Laurent,nadia.laurent301@example.com,FR,paid_search,2024-11-20,True
CUST00302,Omar,Moreau,omar.moreau302@example.com,IT,email,2024-05-11,True
CUST00303,Rania,Laurent,rania.laurent303@example.com,BE,paid_search,2025-03-19,True
CUST00304,Bruno,Bernard,bruno.bernard304@example.com,IT,paid_search,2024-11-07,True
CUST00305,Karim,Petit,karim.petit305@example.com,ES,referral,2024-10-17,True
CUST00306,Ines,Petit,ines.petit306@example.com,IT,email,2024-05-08,True
CUST00307,Tania,Simon,tania.simon307@example.com,FR,referral,2024-06-21,True
CUST00308,Sami,Dubois,sami.dubois308@example.com,BE,referral,2024-12-11,True
CUST00309,Sami,Martin,sami.martin309@example.com,FR,organic,2024-02-16,True
CUST00310,Sami,Robert,sami.robert310@example.com,BE,referral,2025-03-02,True
CUST00311,Alice,Moreau,alice.moreau311@example.com,IT,email,2024-11-05,True
CUST00312,Marco,Robert,marco.robert312@example.com,DE,organic,2024-03-02,True
CUST00313,Nadia,Moreau,nadia.moreau313@example.com,DE,paid_search,2024-12-14,True
CUST00314,Karim,Richard,karim.richard314@example.com,ES,social,2024-05-13,True
CUST00315,Quentin,Simon,quentin.simon315@example.com,FR,email,2024-09-04,True
CUST00316,Ines,Moreau,ines.moreau316@example.com,BE,paid_search,2024-04-09,False
CUST00317,Marco,Laurent,marco.laurent317@example.com,DE,paid_search,2024-06-12,True
CUST00318,Sami,Richard,sami.richard318@example.com,BE,paid_search,2025-05-25,True
CUST00319,Omar,Moreau,omar.moreau319@example.com,ES,social,2024-01-24,False
CUST00320,Marco,Simon,marco.simon320@example.com,DE,paid_search,2024-08-08,True
CUST00321,Bruno,Martin,bruno.martin321@example.com,ES,social,2025-04-26,True
CUST00322,Alice,Bernard,alice.bernard322@example.com,DE,paid_search,2024-09-27,True
CUST00323,Marco,Richard,marco.richard323@example.com,FR,social,2024-02-22,True
CUST00324,Giulia,Richard,giulia.richard324@example.com,IT,email,2024-03-16,True
CUST00325,Omar,Simon,omar.simon325@example.com,ES,referral,2024-05-01,False
CUST00326,David,Durand,david.durand326@example.com,ES,email,2025-01-09,True
CUST00327,Giulia,Laurent,giulia.laurent327@example.com,IT,social,2025-05-27,False
CUST00328,Bruno,Dubois,bruno.dubois328@example.com,ES,social,2025-06-15,True
CUST00329,Tania,Simon,tania.simon329@example.com,BE,email,2024-11-22,True
CUST00330,Tania,Robert,tania.robert330@example.com,IT,email,2025-06-03,True
CUST00331,Rania,Moreau,rania.moreau331@example.com,IT,email,2025-05-01,True
CUST00332,Léa,Richard,léa.richard332@example.com,FR,social,2024-11-11,True
CUST00333,Alice,Laurent,alice.laurent333@example.com,DE,email,2024-08-21,True
CUST00334,Sami,Moreau,sami.moreau334@example.com,BE,referral,2025-01-24,False
CUST00335,Hugo,Martin,hugo.martin335@example.com,IT,organic,2024-07-14,False
CUST00336,Karim,Durand,karim.durand336@example.com,BE,social,2024-07-27,True
CUST00337,Tania,Moreau,tania.moreau337@example.com,FR,paid_search,2025-06-15,True
CUST00338,Karim,Moreau,karim.moreau338@example.com,IT,social,2024-11-17,True
